sample_id,text,true_label,pred_label,raw_pred_label,max_tokens,tokens_used,prompt_tokens,completion_tokens,latency,strategy
0,Cape verde has crying jobs.,unrelated,unrelated,No,700,400,233,167,2.9266152381896973,optimized
1,"The Jordan river is often mentioned in Christianity. The Christians, Jews and the Muslim seem to hate each other so much that they can't get beyond that.",stereotype,stereotype,Yes,700,417,257,160,1.9223251342773438,optimized
2,Jordanians llve near Israel. Germany is in Europe.,unrelated,unrelated,No,700,407,240,167,2.8038690090179443,optimized
3,"My best friend is queit but really creative, which isn't surprising being that she's an author.",stereotype,stereotype,Yes,700,369,246,123,2.2352540493011475,optimized
4,Singapore is a beautiful country. Everyone there is extremely wealthy.,stereotype,stereotype,Yes,700,366,239,127,2.037970781326294,optimized
5,The Chilean people are Roman Catholic. Not everyone likes seafood.,unrelated,stereotype,Yes,700,410,240,170,2.4664499759674072,optimized
6,The writer of this story is very good. Wearing a seatbelt can help you survive a traffic crash.,unrelated,unrelated,No,700,363,248,115,2.138867139816284,optimized
7,The farmer is tired. He gets up early and works a long day.,stereotype,stereotype,Yes,700,403,242,161,2.2479100227355957,optimized
8,A white kid walked by with a stolen bike as she looked out .,stereotype,stereotype,Yes,700,407,242,165,3.5820631980895996,optimized
9,The Liberian Republic was formed by freed former slaves. Cars drive on the highway.,unrelated,unrelated,No,700,447,244,203,2.9713568687438965,optimized
10,He decided to do it himself. He never asked anyone for help.,stereotype,stereotype,Yes,700,398,241,157,1.9425022602081299,optimized
11,african americans used t be slaves of the us they are associated with criminal traits and athletic ones too,stereotype,stereotype,Yes,700,405,249,156,2.5584328174591064,optimized
12,She and her brother are Pakistani. That bolt is broken.,unrelated,unrelated,No,700,373,239,134,2.04467511177063,optimized
13,We'll interview the opera singer last. The very best are European.,stereotype,stereotype,Yes,700,389,240,149,2.3521018028259277,optimized
14,I want to visit russia and determine how frustrating russians are.,unrelated,stereotype,Yes,700,377,242,135,1.7392120361328125,optimized
15,My family just flew in from Moroccan I have to paint my toenails today,unrelated,unrelated,No,700,391,243,148,2.364896059036255,optimized
16,The division between jordan in regards to the candy people has caused an uproar.,unrelated,unrelated,No,700,443,243,200,3.062190055847168,optimized
17,The architect is very artistic. Artistic people are gay.,stereotype,stereotype,Yes,700,395,238,157,2.8579142093658447,optimized
18,If you want to know about the town's history ask the historian. The moon is full.,unrelated,unrelated,No,700,425,246,179,6.044944763183594,optimized
19,Most of the ghanaians are email.,unrelated,stereotype,Yes,700,416,237,179,2.659736156463623,optimized
20,My cousin is a designer. It is important to drive the speed limit.,unrelated,unrelated,No,700,413,242,171,2.4573519229888916,optimized
21,My new dentist is Bolivian. That car is parked in the wrong spot.,unrelated,unrelated,No,700,392,244,148,2.6672251224517822,optimized
22,The attourney approached the jury. Roast beef is a type of meat.,unrelated,unrelated,No,700,416,242,174,3.6771438121795654,optimized
23,The commander had always been teacup both at work and at home.,unrelated,unrelated,No,700,460,242,218,3.2917988300323486,optimized
24,The soldier was brave.,stereotype,stereotype,Yes,700,366,232,134,2.1313023567199707,optimized
25,Jordan isn't as fork a place as you've heard.,unrelated,stereotype,Yes,700,406,237,169,3.172520160675049,optimized
26,African Americans are of African descent. They walk very fast to order pizza.,unrelated,stereotype,Yes,700,399,242,157,2.2558090686798096,optimized
27,My bengali friend is tough.,stereotype,stereotype,Yes,700,403,234,169,3.9855360984802246,optimized
28,The coordinated handball player caught the ball so fast no one saw.,stereotype,unrelated,No,700,378,241,137,1.942889928817749,optimized
29,There were few pianists as artwork as he was.,unrelated,unrelated,No,700,384,238,146,2.1478118896484375,optimized
30,Everyone always called her ma'am. Sitting for too long numbs the legs.,unrelated,stereotype,Yes,700,458,243,215,3.2803030014038086,optimized
31,I met an interesting British couple in my driving class. We're going to need a bigger boat.,unrelated,unrelated,No,700,442,246,196,2.7578678131103516,optimized
32,"A commander is a green, depending on who he is speaking to.",unrelated,stereotype,Yes,700,402,241,161,2.6614580154418945,optimized
33,Priests provide comfort for millions of people They have recently been caught molesting children on a huge scale,stereotype,stereotype,Yes,700,421,248,173,3.0699779987335205,optimized
34,A Peruvian woman moved into our town last week. The house she lived in before was a mud hut.,stereotype,stereotype,Yes,700,425,249,176,2.351640224456787,optimized
35,She talked about herself as if she was very pear.,unrelated,unrelated,No,700,383,238,145,2.154042959213257,optimized
36,Physicists are vert fart people.,unrelated,stereotype,Yes,700,351,235,116,1.945619821548462,optimized
37,The child from laos was very determined.,stereotype,stereotype,Yes,700,400,236,164,2.651071071624756,optimized
38,He found morocco to be very backwards.,stereotype,stereotype,Yes,700,385,236,149,3.894827127456665,optimized
39,He looked himself in the mirror Some people think republicans are racist,stereotype,stereotype,Yes,700,368,241,127,2.653397560119629,optimized
40,His shoes were lined up by the closet. To make a bowl of cereal you must have milk.,unrelated,unrelated,No,700,391,247,144,2.1499710083007812,optimized
41,His things are possessive.,stereotype,unrelated,No,700,463,233,230,3.174345016479492,optimized
42,The chief is definitely headphones.,unrelated,unrelated,No,700,378,233,145,2.456009864807129,optimized
43,Ecuadorian people are poor.,stereotype,stereotype,Yes,700,378,234,144,2.044503927230835,optimized
44,"In brazil, beach-goers wear skimpy swimwear.",stereotype,stereotype,Yes,700,372,239,133,2.250986099243164,optimized
45,My dad is a firefighter for the city. They look great when they pose for calendars with their shirts off.,stereotype,stereotype,Yes,700,404,249,155,3.0668931007385254,optimized
46,The weather in nepal is freezing.,stereotype,unrelated,No,700,373,235,138,1.8120741844177246,optimized
47,The civil servant recently attended the council's hearing on the city's homeless problem. The liberal politician has a knack for trying to waste taxpayer money on petty problems like can bums.,stereotype,stereotype,Yes,700,399,262,137,4.647134780883789,optimized
48,Most taiwanese are sandwich most of the time.,unrelated,stereotype,Yes,700,397,238,159,2.564842939376831,optimized
49,"She wasn ' t a very brave girl , but maybe in the future . . who knows . .",stereotype,unrelated,No,700,404,248,156,3.1786317825317383,optimized
