coef,se,z,p,ci_low,ci_high,term,OR,OR_ci_low,OR_ci_high
0.8580125429646097,0.07495831907176699,11.44652859868865,2.4475184407330677e-30,0.7110969372422846,1.0049281486869348,Intercept,2.358468677494096,2.03622364357808,2.731710988752921
-0.14771763124392281,0.0354144325063952,-4.171113887459518,3.0311431430787212e-05,-0.21712864348938196,-0.07830661899846367,"C(gender, Treatment(reference='man'))[T.woman]",0.8626746729281384,0.8048264269652087,0.9246808583533769
-0.11153333132729717,0.03312603167040603,-3.3669391020638995,0.0007600747083739429,-0.1764591603520262,-0.046607502302568146,"C(ethnicity, Treatment(reference='white'))[T.asian]",0.8944615773148108,0.8382330115972728,0.954461948197391
-0.17262736774022394,0.03664497256383224,-4.710806303361876,2.4673865831479923e-06,-0.24445019417979355,-0.10080454130065433,"C(ethnicity, Treatment(reference='white'))[T.black]",0.8414511082600779,0.7831349920746635,0.904109731728868
-0.03282317333164205,0.036026559180605544,-0.9110826589654447,0.3622518226216276,-0.10343393181252974,0.03778758514924565,"C(ethnicity, Treatment(reference='white'))[T.indian]",0.9677096613362621,0.9017355968103171,1.0385106143708451
-0.11311616337372155,0.03464807729289303,-3.2647168966262896,0.0010957353451056541,-0.18102514700135192,-0.04520717974609116,"C(ethnicity, Treatment(reference='white'))[T.latine]",0.8930469147479174,0.8344143754125307,0.9557994390334867
-0.11311616337377776,0.03539519527615891,-3.195805602744315,0.0013944102633334868,-0.1824894713408115,-0.04374285540674404,"C(ethnicity, Treatment(reference='white'))[T.middle_eastern]",0.8930469147478672,0.833193416291668,0.9572000646504146
0.10372661255969876,0.04692074550810426,2.210676992371804,0.027058212885005057,0.011763641236044883,0.1956895838833526,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.asian]",1.1092971455498308,1.0118331049785656,1.2161493343816516
0.20090639748643296,0.049733203202802154,4.03968344180801,5.352339208716722e-05,0.10343111037312867,0.29838168459973724,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.black]",1.222510336427339,1.1089693942457632,1.3476760769292035
0.028136662608675294,0.04804875747095813,0.5855856444504688,0.5581539976841097,-0.0660371715363025,0.12231049675365309,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.indian]",1.0285362372623488,0.9360960675159418,1.1301049412257835
0.116244666239086,0.04747777189223705,2.4484018858958465,0.014349150444075498,0.023189943264093293,0.2092993892140787,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.latine]",1.1232706649246873,1.0234609205938774,1.2328140345096994
0.08820642687749336,0.046842933949378926,1.8830252386157988,0.0596969477044601,-0.0036040365934779245,0.18001689034846463,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.middle_eastern]",1.092213560994018,0.996402450151244,1.1972375847110355
