factor,level_i,level_j,logit_diff,OR_ratio,se,stat,df2,p,q
ethnicity,white,black,0.17262736774022394,1.1884231777503553,0.03664497256383224,22.191696027793988,578.0,3.0937611529973297e-06,4.640641729495995e-05
ethnicity,black,indian,-0.13980419440858188,0.8695284772688534,0.03703757053726126,14.248049637224696,578.0,0.0001767757312161679,0.0013258179841212593
ethnicity,white,asian,0.11153333132729717,1.117991007508693,0.03312603167040603,11.336278917006858,578.0,0.0008105792306090663,0.004052896153045331
ethnicity,white,latine,0.11311616337372155,1.1197620007256532,0.03464807729289303,10.658376415117193,578.0,0.001160511904022972,0.004351919640086146
ethnicity,white,middle_eastern,0.11311616337377776,1.1197620007257163,0.03539519527615891,10.213173450531956,578.0,0.00147047592348602,0.00441142777045806
ethnicity,indian,latine,0.08029299004207949,1.0836045064994373,0.03517201582024884,5.21147600235166,578.0,0.022800520390492112,0.052147147847158716
ethnicity,asian,indian,-0.07871015799565512,0.9243077888461849,0.03486266273533299,5.097303106450658,578.0,0.0243353356620074,0.052147147847158716
ethnicity,indian,middle_eastern,0.08029299004213572,1.0836045064994981,0.036774110513207996,4.767282720037133,578.0,0.02940699912331753,0.05513812335622037
ethnicity,asian,black,0.06109403641292677,1.0629988700880628,0.03474839214843602,3.091207872362563,578.0,0.07924558729613301,0.12151901266312284
ethnicity,black,latine,-0.059511204366502396,0.942224976498123,0.034047299416391216,3.055147193668715,578.0,0.08101267510874856,0.12151901266312284
ethnicity,black,middle_eastern,-0.05951120436644618,0.942224976498176,0.03692205968795464,2.597919195331664,578.0,0.10754999480532419,0.1466590838254421
ethnicity,white,indian,0.03282317333164205,1.0333677961002785,0.036026559180605544,0.8300716114675448,578.0,0.36263162243400837,0.45328952804251044
ethnicity,asian,latine,0.0015828320464243706,1.0015840853862563,0.03357229288749194,0.002222837231891845,578.0,0.9624123736825281,1.0
ethnicity,asian,middle_eastern,0.0015828320464805895,1.0015840853863125,0.03524930198617536,0.0020163625664980788,578.0,0.9641993963785346,1.0
ethnicity,latine,middle_eastern,5.6218918409456364e-14,1.0000000000000562,0.03577186447526097,2.4699139246185237e-24,578.0,1.0,1.0
