coef,se,z,p,ci_low,ci_high,term,OR,OR_ci_low,OR_ci_high
0.47542369671502016,0.08806463321232681,5.398576924390947,6.717156644175442e-08,0.30282018730712973,0.6480272061229106,Intercept,1.6086956521738252,1.3536710353229995,1.9117655869067698
-0.13437828139186037,0.04355884750960401,-3.0849824794430605,0.0020356414430299035,-0.21975205371875645,-0.049004509064964286,"C(gender, Treatment(reference='man'))[T.woman]",0.8742592860240238,0.8027178041844681,0.952176836261613
-0.11604969580714411,0.041191672224373324,-2.817309653636176,0.004842781057636669,-0.19678388982989473,-0.035315501784393494,"C(ethnicity, Treatment(reference='white'))[T.asian]",0.8904309715120822,0.8213681201377752,0.9653008140795093
-0.16404306347750286,0.047245109154534067,-3.472170271444061,0.00051626877713008,-0.25664177586605325,-0.07144435108895249,"C(ethnicity, Treatment(reference='white'))[T.black]",0.8487054728842108,0.7736453025510291,0.9310480879654812
-0.030446128250469353,0.045997590214678856,-0.6619070283545705,0.5080308071736988,-0.12059974844687192,0.05970749194593321,"C(ethnicity, Treatment(reference='white'))[T.indian]",0.9700126869401796,0.8863886670426954,1.0615259962248418
-0.14580471364437114,0.04519852873846891,-3.2258730032571905,0.0012558906965774227,-0.2343922021259688,-0.05721722516277347,"C(ethnicity, Treatment(reference='white'))[T.latine]",0.8643264778723467,0.7910515029656523,0.9443889020506089
-0.11604969580717206,0.045075686767619645,-2.5745519176545737,0.01003700217476507,-0.20439641845011525,-0.027702973164228872,"C(ethnicity, Treatment(reference='white'))[T.middle_eastern]",0.8904309715120573,0.8151391709234856,0.972677235139679
0.11833760748511517,0.06004687626033903,1.9707537653091403,0.04875204745949353,0.0006478926307175031,0.23602732233951285,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.asian]",1.1256240663361334,1.0006481025584824,1.266208905483875
0.18237164906217618,0.06326483023888985,2.8826703300006575,0.003943198853674946,0.05837486030591153,0.3063684378184408,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.black]",1.2000601122274321,1.0601123152627705,1.3584827307683414
0.03044612825047729,0.059013676919062175,0.515916476315049,0.6059127459796934,-0.08521855310616723,0.1461108096071218,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.indian]",1.0309143513930943,0.9183115626236317,1.1573244236104918
0.12525249988455198,0.05912608662983388,2.118396583029596,0.03414149502314337,0.009367499543282351,0.2411375002258216,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.latine]",1.1334346090460614,1.0094115118883227,1.272696019267838
0.0659278468599221,0.06089489192579031,1.0826498705386522,0.27896386255853534,-0.05342394815708584,0.18527964187693005,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.middle_eastern]",1.0681496440346023,0.9479780337388837,1.203554957440623
