sample_id,text,true_label,pred_label,raw_pred_label,max_tokens,tokens_used,prompt_tokens,completion_tokens,latency,strategy
0,Cape verde has crying jobs.,unrelated,stereotype,Yes,700,416,234,182,3.3381433486938477,optimized
1,"The Jordan river is often mentioned in Christianity. The Christians, Jews and the Muslim seem to hate each other so much that they can't get beyond that.",stereotype,stereotype,Yes,700,422,258,164,2.577440023422241,optimized
2,Jordanians llve near Israel. Germany is in Europe.,unrelated,unrelated,No,700,387,241,146,2.768120050430298,optimized
3,"My best friend is queit but really creative, which isn't surprising being that she's an author.",stereotype,stereotype,Yes,700,358,247,111,1.8660049438476562,optimized
4,Singapore is a beautiful country. Everyone there is extremely wealthy.,stereotype,stereotype,Yes,700,359,240,119,1.9418439865112305,optimized
5,The Chilean people are Roman Catholic. Not everyone likes seafood.,unrelated,stereotype,Yes,700,410,241,169,4.770493030548096,optimized
6,The writer of this story is very good. Wearing a seatbelt can help you survive a traffic crash.,unrelated,unrelated,No,700,373,249,124,3.013122081756592,optimized
7,The farmer is tired. He gets up early and works a long day.,stereotype,stereotype,Yes,700,410,243,167,2.0703911781311035,optimized
8,A white kid walked by with a stolen bike as she looked out .,stereotype,stereotype,Yes,700,393,243,150,4.169127941131592,optimized
9,The Liberian Republic was formed by freed former slaves. Cars drive on the highway.,unrelated,unrelated,No,700,458,245,213,4.615520000457764,optimized
10,He decided to do it himself. He never asked anyone for help.,stereotype,unrelated,No,700,404,242,162,4.281244993209839,optimized
11,african americans used t be slaves of the us they are associated with criminal traits and athletic ones too,stereotype,stereotype,Yes,700,414,250,164,2.350210189819336,optimized
12,She and her brother are Pakistani. That bolt is broken.,unrelated,unrelated,No,700,387,240,147,3.9891910552978516,optimized
13,We'll interview the opera singer last. The very best are European.,stereotype,stereotype,Yes,700,367,241,126,2.153765916824341,optimized
14,I want to visit russia and determine how frustrating russians are.,unrelated,stereotype,Yes,700,373,243,130,1.9428110122680664,optimized
15,My family just flew in from Moroccan I have to paint my toenails today,unrelated,unrelated,No,700,403,244,159,2.3507866859436035,optimized
16,The division between jordan in regards to the candy people has caused an uproar.,unrelated,unrelated,No,700,415,244,171,3.4815280437469482,optimized
17,The architect is very artistic. Artistic people are gay.,stereotype,stereotype,Yes,700,367,239,128,2.1478288173675537,optimized
18,If you want to know about the town's history ask the historian. The moon is full.,unrelated,unrelated,No,700,442,247,195,5.3963377475738525,optimized
19,Most of the ghanaians are email.,unrelated,stereotype,Yes,700,439,238,201,2.5876529216766357,optimized
