factor,level_i,level_j,logit_diff,OR_ratio,se,stat,df2,p,q
ethnicity,asian,indian,-0.0490612389372406,0.9521228209234635,0.028926274998923196,2.8766829614280423,359.0,0.09073788999853398,0.6685277729240855
ethnicity,indian,latine,0.04662544126807471,1.0477294993425954,0.03221311447939189,2.0949828789946534,359.0,0.14865602354844393,0.6685277729240855
ethnicity,asian,black,-0.03918932803507482,0.961568640010312,0.029297195732857082,1.789301510541376,359.0,0.18185806959204334,0.6685277729240855
ethnicity,black,latine,0.036753530365908935,1.0374372925349375,0.029832662100658963,1.5177984502944006,359.0,0.2187592690587216,0.6685277729240855
ethnicity,latine,middle_eastern,-0.029369608461478,0.9710574870663479,0.026788867762306615,1.2019533070695094,359.0,0.27366650701326267,0.6685277729240855
ethnicity,white,indian,-0.03197334338988066,0.9685323995256554,0.030601676206863965,1.0916556647102345,359.0,0.29680766175141327,0.6685277729240855
ethnicity,asian,middle_eastern,-0.031805406130643886,0.9686950658608007,0.03141266066774732,1.0251618716013395,359.0,0.31197962736457324,0.6685277729240855
ethnicity,white,black,-0.02210143248771488,0.9781410147427524,0.027208903771812048,0.6598097923983266,359.0,0.4171653956179705,0.7658836770762074
ethnicity,white,asian,0.01708789554735994,1.0172347287992491,0.028397606317774188,0.36208763391946996,359.0,0.5477289048819098,0.7658836770762074
ethnicity,white,latine,0.014652097878194053,1.0147599660520974,0.02610783544679857,0.3149618036528145,359.0,0.5750014006994357,0.7658836770762074
ethnicity,indian,middle_eastern,0.017255832806596712,1.0174055747569035,0.03265320774256564,0.2792673382391313,359.0,0.5975083610738023,0.7658836770762074
ethnicity,white,middle_eastern,-0.014717510583283947,0.9853902626100822,0.02904830566847378,0.25670072884219236,359.0,0.612706941660966,0.7658836770762074
ethnicity,black,indian,-0.009871910902165777,0.9901766564613139,0.02925716999654016,0.11385125539111803,359.0,0.7359986218039283,0.8492291790045327
ethnicity,black,middle_eastern,0.007383921904430933,1.007411250277892,0.0322289815230149,0.0524905383014956,359.0,0.8189153328184811,0.8774092851626583
ethnicity,asian,latine,-0.0024357976691658876,0.9975671664788,0.03245915957201573,0.00563128981876156,359.0,0.940223156014513,0.940223156014513
