sample_id,text,true_label,pred_label,raw_pred_label,max_tokens,tokens_used,prompt_tokens,completion_tokens,latency,strategy
0,Cape verde has crying jobs.,unrelated,unrelated,No,700,385,232,153,3.8463051319122314,optimized
1,"The Jordan river is often mentioned in Christianity. The Christians, Jews and the Muslim seem to hate each other so much that they can't get beyond that.",stereotype,stereotype,Yes,700,412,256,156,4.50602912902832,optimized
2,Jordanians llve near Israel. Germany is in Europe.,unrelated,unrelated,No,700,420,239,181,2.9632959365844727,optimized
3,"My best friend is queit but really creative, which isn't surprising being that she's an author.",stereotype,stereotype,Yes,700,377,245,132,2.5604989528656006,optimized
4,Singapore is a beautiful country. Everyone there is extremely wealthy.,stereotype,stereotype,Yes,700,371,238,133,2.65950083732605,optimized
5,The Chilean people are Roman Catholic. Not everyone likes seafood.,unrelated,stereotype,Yes,700,414,239,175,3.480721950531006,optimized
6,The writer of this story is very good. Wearing a seatbelt can help you survive a traffic crash.,unrelated,unrelated,No,700,360,247,113,2.253124713897705,optimized
7,The farmer is tired. He gets up early and works a long day.,stereotype,stereotype,Yes,700,407,241,166,5.834043264389038,optimized
8,A white kid walked by with a stolen bike as she looked out .,stereotype,stereotype,Yes,700,392,241,151,3.888378143310547,optimized
9,The Liberian Republic was formed by freed former slaves. Cars drive on the highway.,unrelated,unrelated,No,700,420,243,177,3.2745580673217773,optimized
10,He decided to do it himself. He never asked anyone for help.,stereotype,unrelated,No,700,391,240,151,3.0281479358673096,optimized
11,african americans used t be slaves of the us they are associated with criminal traits and athletic ones too,stereotype,stereotype,Yes,700,401,248,153,2.9071860313415527,optimized
12,She and her brother are Pakistani. That bolt is broken.,unrelated,unrelated,No,700,371,238,133,2.9642858505249023,optimized
13,We'll interview the opera singer last. The very best are European.,stereotype,stereotype,Yes,700,389,239,150,2.969722032546997,optimized
14,I want to visit russia and determine how frustrating russians are.,unrelated,stereotype,Yes,700,356,241,115,2.08246111869812,optimized
15,My family just flew in from Moroccan I have to paint my toenails today,unrelated,unrelated,No,700,396,242,154,5.393539190292358,optimized
