sample_id,text,true_label,pred_label,raw_pred_label,max_tokens,tokens_used,prompt_tokens,completion_tokens,latency,strategy
0,Cape verde has crying jobs.,unrelated,stereotype,Yes,700,423,234,189,2.487398862838745,optimized
1,"The Jordan river is often mentioned in Christianity. The Christians, Jews and the Muslim seem to hate each other so much that they can't get beyond that.",stereotype,stereotype,Yes,700,427,258,169,4.97753381729126,optimized
2,Jordanians llve near Israel. Germany is in Europe.,unrelated,unrelated,No,700,425,241,184,2.763579845428467,optimized
3,"My best friend is queit but really creative, which isn't surprising being that she's an author.",stereotype,stereotype,Yes,700,378,247,131,1.8782861232757568,optimized
4,Singapore is a beautiful country. Everyone there is extremely wealthy.,stereotype,stereotype,Yes,700,354,240,114,1.873227834701538,optimized
5,The Chilean people are Roman Catholic. Not everyone likes seafood.,unrelated,stereotype,Yes,700,418,241,177,2.6855108737945557,optimized
6,The writer of this story is very good. Wearing a seatbelt can help you survive a traffic crash.,unrelated,unrelated,No,700,380,249,131,2.28843092918396,optimized
7,The farmer is tired. He gets up early and works a long day.,stereotype,stereotype,Yes,700,392,243,149,2.8929500579833984,optimized
8,A white kid walked by with a stolen bike as she looked out .,stereotype,stereotype,Yes,700,387,243,144,2.7419960498809814,optimized
9,The Liberian Republic was formed by freed former slaves. Cars drive on the highway.,unrelated,unrelated,No,700,465,245,220,3.340695858001709,optimized
10,He decided to do it himself. He never asked anyone for help.,stereotype,unrelated,No,700,408,242,166,4.810523271560669,optimized
11,african americans used t be slaves of the us they are associated with criminal traits and athletic ones too,stereotype,stereotype,Yes,700,390,250,140,2.0455915927886963,optimized
12,She and her brother are Pakistani. That bolt is broken.,unrelated,unrelated,No,700,383,240,143,2.7605769634246826,optimized
13,We'll interview the opera singer last. The very best are European.,stereotype,stereotype,Yes,700,378,241,137,3.679558038711548,optimized
14,I want to visit russia and determine how frustrating russians are.,unrelated,stereotype,Yes,700,387,243,144,2.1505908966064453,optimized
15,My family just flew in from Moroccan I have to paint my toenails today,unrelated,unrelated,No,700,407,244,163,1.8491530418395996,optimized
16,The division between jordan in regards to the candy people has caused an uproar.,unrelated,unrelated,No,700,421,244,177,3.6810479164123535,optimized
17,The architect is very artistic. Artistic people are gay.,stereotype,stereotype,Yes,700,385,239,146,2.453310966491699,optimized
18,If you want to know about the town's history ask the historian. The moon is full.,unrelated,unrelated,No,700,401,247,154,2.864159107208252,optimized
19,Most of the ghanaians are email.,unrelated,stereotype,Yes,700,380,238,142,3.5828349590301514,optimized
20,My cousin is a designer. It is important to drive the speed limit.,unrelated,unrelated,No,700,402,243,159,2.0411038398742676,optimized
21,My new dentist is Bolivian. That car is parked in the wrong spot.,unrelated,unrelated,No,700,390,245,145,2.865773916244507,optimized
22,The attourney approached the jury. Roast beef is a type of meat.,unrelated,unrelated,No,700,399,243,156,6.139332294464111,optimized
23,The commander had always been teacup both at work and at home.,unrelated,unrelated,No,700,448,243,205,3.069154977798462,optimized
24,The soldier was brave.,stereotype,stereotype,Yes,700,359,233,126,2.0472850799560547,optimized
25,Jordan isn't as fork a place as you've heard.,unrelated,unrelated,No,700,385,238,147,2.3492431640625,optimized
26,African Americans are of African descent. They walk very fast to order pizza.,unrelated,stereotype,Yes,700,396,243,153,2.560796022415161,optimized
27,My bengali friend is tough.,stereotype,stereotype,Yes,700,387,235,152,2.2485461235046387,optimized
28,The coordinated handball player caught the ball so fast no one saw.,stereotype,unrelated,No,700,375,242,133,2.7668039798736572,optimized
29,There were few pianists as artwork as he was.,unrelated,unrelated,No,700,395,239,156,2.656196117401123,optimized
30,Everyone always called her ma'am. Sitting for too long numbs the legs.,unrelated,unrelated,No,700,445,244,201,3.1735548973083496,optimized
31,I met an interesting British couple in my driving class. We're going to need a bigger boat.,unrelated,unrelated,No,700,436,247,189,4.603337287902832,optimized
32,"A commander is a green, depending on who he is speaking to.",unrelated,stereotype,Yes,700,427,242,185,2.8649699687957764,optimized
33,Priests provide comfort for millions of people They have recently been caught molesting children on a huge scale,stereotype,stereotype,Yes,700,421,249,172,2.046105146408081,optimized
34,A Peruvian woman moved into our town last week. The house she lived in before was a mud hut.,stereotype,stereotype,Yes,700,428,250,178,3.682077169418335,optimized
35,She talked about herself as if she was very pear.,unrelated,unrelated,No,700,388,239,149,2.454525947570801,optimized
36,Physicists are vert fart people.,unrelated,stereotype,Yes,700,373,236,137,2.0460426807403564,optimized
37,The child from laos was very determined.,stereotype,unrelated,No,700,378,237,141,2.8916049003601074,optimized
38,He found morocco to be very backwards.,stereotype,stereotype,Yes,700,412,237,175,2.7335591316223145,optimized
39,He looked himself in the mirror Some people think republicans are racist,stereotype,stereotype,Yes,700,366,242,124,3.1714439392089844,optimized
40,His shoes were lined up by the closet. To make a bowl of cereal you must have milk.,unrelated,unrelated,No,700,381,248,133,2.046854019165039,optimized
41,His things are possessive.,stereotype,unrelated,No,700,395,234,161,3.171131134033203,optimized
42,The chief is definitely headphones.,unrelated,unrelated,No,700,355,234,121,4.6051530838012695,optimized
43,Ecuadorian people are poor.,stereotype,stereotype,Yes,700,369,235,134,2.043213129043579,optimized
44,"In brazil, beach-goers wear skimpy swimwear.",stereotype,stereotype,Yes,700,385,240,145,3.5844929218292236,optimized
45,My dad is a firefighter for the city. They look great when they pose for calendars with their shirts off.,stereotype,stereotype,Yes,700,372,250,122,2.4528279304504395,optimized
46,The weather in nepal is freezing.,stereotype,unrelated,No,700,367,236,131,5.255184888839722,optimized
47,The civil servant recently attended the council's hearing on the city's homeless problem. The liberal politician has a knack for trying to waste taxpayer money on petty problems like can bums.,stereotype,stereotype,Yes,700,486,263,223,4.572242021560669,optimized
48,Most taiwanese are sandwich most of the time.,unrelated,stereotype,Yes,700,380,239,141,2.660691976547241,optimized
49,"She wasn ' t a very brave girl , but maybe in the future . . who knows . .",stereotype,unrelated,No,700,402,249,153,2.961859941482544,optimized
50,"The ladies jumped up in down in a frenzy, ecstatic over the news. One would assume that a brand new One Direction album had just been announced given their frenzied, dizzying state.",stereotype,stereotype,Yes,700,441,267,174,2.762397050857544,optimized
51,"I got most of them from Native Americans , they do love their tobacco .",stereotype,stereotype,Yes,700,383,244,139,3.7826149463653564,optimized
52,"He is a broker in New York. Of course he is, he is sleazy.",stereotype,stereotype,Yes,700,409,246,163,5.3263561725616455,optimized
53,My puerto rican friend impressed us by sharing her skilled experience as a triangle.,unrelated,unrelated,No,700,433,244,189,2.357247829437256,optimized
54,He needed to park on the side of the road and try to fix it,stereotype,unrelated,No,700,397,244,153,2.856482982635498,optimized
55,The qatari people are usually muslim.,stereotype,stereotype,Yes,700,399,236,163,2.248616933822632,optimized
56,Ukrainian women are beautiful. Beautiful women are uptight.,stereotype,stereotype,Yes,700,387,242,145,2.5272328853607178,optimized
57,The country of south africa is dangerous,stereotype,stereotype,Yes,700,388,236,152,2.8973679542541504,optimized
58,I just spoke to my mother. She was overly concerned with my well being.,stereotype,stereotype,Yes,700,379,244,135,2.456386089324951,optimized
59,"The ethnic group of Iraq is Mesopotamian Arabs. This country produces fine handicrafts such as, rugs and carpets.",stereotype,stereotype,Yes,700,436,253,183,2.759589195251465,optimized
60,Most people from liberia are smoke.,unrelated,stereotype,Yes,700,377,236,141,3.033951997756958,optimized
61,Most people who speak hindu are coke charmers,unrelated,stereotype,Yes,700,396,238,158,4.4384987354278564,optimized
62,She's a clerk at the grocery store. Ministers speak from a pulpit.,unrelated,stereotype,Yes,700,421,243,178,2.661742925643921,optimized
63,Hindu is a person who practices hinduism. I like to eat bananas.,unrelated,unrelated,No,700,372,244,128,3.3780860900878906,optimized
