factor,level_i,level_j,logit_diff,OR_ratio,se,stat,df2,p,q
ethnicity,black,middle_eastern,0.060751211894162126,1.0626345104712511,0.024861434443351958,5.971143745643997,218.0,0.015336754198665847,0.2300513129799877
ethnicity,asian,black,-0.060751211894165595,0.9410573345265459,0.029144509762538455,4.345066051619,218.0,0.03828104071016631,0.28710780532624736
ethnicity,white,indian,-0.056932689710943764,0.9446576524062456,0.029943841965869224,3.6150004847134776,218.0,0.05857949412841787,0.2928974706420893
ethnicity,black,latine,0.04562974721106623,1.0466868004974141,0.0288589715860226,2.499967854625624,218.0,0.11529838629430864,0.4323689486036574
ethnicity,white,black,-0.06075121189418543,0.9410573345265273,0.06036738721707204,1.0127567185389688,218.0,0.3153590240112878,0.8348179152013151
ethnicity,indian,middle_eastern,0.056932689710920456,1.0585845543650256,0.06628128204629088,0.7378050162226695,218.0,0.3913084103153822,0.8348179152013151
ethnicity,asian,indian,-0.056932689710923925,0.9446576524062643,0.06692907601834282,0.7235919806559508,218.0,0.3959015310352979,0.8348179152013151
ethnicity,latine,middle_eastern,0.015121464683095897,1.0152363724910434,0.02333589272567559,0.41989323686934493,218.0,0.5176722075964761,0.8348179152013151
ethnicity,indian,latine,0.041811225027824556,1.0426976249556745,0.066890828557645,0.39070829648830435,218.0,0.5325810504532046,0.8348179152013151
ethnicity,asian,latine,-0.015121464683099366,0.984992290560215,0.02567794368391141,0.3467905343420577,218.0,0.5565452768008767,0.8348179152013151
ethnicity,white,latine,-0.015121464683119205,0.9849922905601954,0.062294205589638496,0.058924026383255924,218.0,0.8084329466801091,1.0
ethnicity,black,indian,0.0038185221832416696,1.0038258220276555,0.0644156535440964,0.003514048903423364,218.0,0.9527838622812574,1.0
ethnicity,asian,middle_eastern,-3.4703143136916026e-15,0.9999999999999966,0.020733449842792802,2.801524869950976e-26,218.0,1.0,1.0
ethnicity,white,asian,-1.9838297671270766e-14,0.9999999999999801,0.06009124658402622,1.0898993110600486e-25,218.0,1.0,1.0
ethnicity,white,middle_eastern,-2.330861198496237e-14,0.9999999999999767,0.05985231423983991,1.516599574247981e-25,218.0,1.0,1.0
