coef,se,z,p,ci_low,ci_high,term,OR,OR_ci_low,OR_ci_high
0.3637766160403011,0.1297262143818476,2.804187401703783,0.005044357605684199,0.10951790800115785,0.6180353240794443,Intercept,1.4387527839642984,1.1157400514303748,1.855279436022104
0.04168849206782453,0.05895865581636084,0.7070800969016683,0.4795167037744432,-0.0738683499091357,0.15724533404478475,"C(gender, Treatment(reference='man'))[T.woman]",1.0425696594427325,0.9287939616022688,1.170282688870444
1.9838297671270766e-14,0.06009124658402622,3.3013623113194475e-13,0.9999999999997365,-0.1177766790907871,0.11777667909082679,"C(ethnicity, Treatment(reference='white'))[T.asian]",1.0000000000000198,0.8888945391873773,1.124992848886477
0.06075121189418543,0.06036738721707204,1.0063581462575681,0.3142433191982822,-0.057566692892059415,0.1790691166804303,"C(ethnicity, Treatment(reference='white'))[T.black]",1.0626345104712758,0.9440589262667487,1.1961034120082767
0.056932689710943764,0.029943841965869224,1.9013154616510846,0.05726070505995289,-0.0017561621009189662,0.11562154152280649,"C(ethnicity, Treatment(reference='white'))[T.indian]",1.0585845543650503,0.9982453790494414,1.1225709452392572
0.015121464683119205,0.062294205589638496,0.2427427164370868,0.8082047139945887,-0.10697293471810597,0.13721586408434439,"C(ethnicity, Treatment(reference='white'))[T.latine]",1.0152363724910671,0.8985499921700353,1.1470757342500508
2.330861198496237e-14,0.05985231423983991,3.894354342183029e-13,0.9999999999996892,-0.11730838030143673,0.11730838030148336,"C(ethnicity, Treatment(reference='white'))[T.middle_eastern]",1.0000000000000233,0.889310904908111,1.1244661394356483
-0.0038037322392715234,0.060752814224691254,-0.06260997597911447,0.9500770853226871,-0.12287706007911907,0.11526959560057602,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.asian]",0.9962034927866116,0.8843723805482875,1.1221759304886585
-0.10621358597091861,0.06378197072724688,-1.6652603354813786,0.095860828218998,-0.23122395145931052,0.018796779517473286,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.black]",0.8992325641031478,0.7935617268267322,1.0189745510749375
-0.09484473573318639,0.043699882019047974,-2.1703659449662887,0.02997913452870613,-0.18049493061916994,-0.00919454084720285,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.indian]",0.9095141385518524,0.8348569128938462,0.990847599690296
-0.0341117809097628,0.06738986214212413,-0.5061856461113039,0.6127263305854928,-0.16619348363144534,0.09796992181191974,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.latine]",0.9664634664337843,0.8468823604619597,1.1029296104853306
-0.018990316226656173,0.06338608743121238,-0.29959754571166386,0.7644841564702083,-0.14322476471273943,0.10524413225942708,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.middle_eastern]",0.981188863807365,0.8665592750583885,1.110981803748762
