lambda_tok,lambda_extra,ensemble,accuracy,improvement,rescue_rate,extra_error_rate,n_profiles,tokens_per_sample_sum,cost_per_sample_sum,baseline_accuracy,pareto,score,utility
0.0001,0.5,man_white,0.7142857142857143,0.005714285714285783,0.27450980392156865,0.10483870967741936,5,5.0,,0.7085714285714285,True,0.6613663594470047,0.6613663594470047
0.0001,1.0,man_white,0.7142857142857143,0.005714285714285783,0.27450980392156865,0.10483870967741936,5,5.0,,0.7085714285714285,True,0.608947004608295,0.608947004608295
0.0001,2.0,man_white,0.7142857142857143,0.005714285714285783,0.27450980392156865,0.10483870967741936,5,5.0,,0.7085714285714285,True,0.5041082949308756,0.5041082949308756
0.0001,3.0,man_white,0.7142857142857143,0.005714285714285783,0.27450980392156865,0.10483870967741936,5,5.0,,0.7085714285714285,True,0.39926958525345624,0.39926958525345624
0.0005,0.5,man_white,0.7142857142857143,0.005714285714285783,0.27450980392156865,0.10483870967741936,5,5.0,,0.7085714285714285,True,0.6593663594470047,0.6593663594470047
0.0005,1.0,man_white,0.7142857142857143,0.005714285714285783,0.27450980392156865,0.10483870967741936,5,5.0,,0.7085714285714285,True,0.606947004608295,0.606947004608295
0.0005,2.0,man_white,0.7142857142857143,0.005714285714285783,0.27450980392156865,0.10483870967741936,5,5.0,,0.7085714285714285,True,0.5021082949308756,0.5021082949308756
0.0005,3.0,man_white,0.7142857142857143,0.005714285714285783,0.27450980392156865,0.10483870967741936,5,5.0,,0.7085714285714285,True,0.39726958525345624,0.39726958525345624
0.001,0.5,man_white,0.7142857142857143,0.005714285714285783,0.27450980392156865,0.10483870967741936,5,5.0,,0.7085714285714285,True,0.6568663594470047,0.6568663594470047
0.001,1.0,man_white,0.7142857142857143,0.005714285714285783,0.27450980392156865,0.10483870967741936,5,5.0,,0.7085714285714285,True,0.6044470046082949,0.6044470046082949
0.001,2.0,man_white,0.7142857142857143,0.005714285714285783,0.27450980392156865,0.10483870967741936,5,5.0,,0.7085714285714285,True,0.49960829493087555,0.49960829493087555
0.001,3.0,man_white,0.7142857142857143,0.005714285714285783,0.27450980392156865,0.10483870967741936,5,5.0,,0.7085714285714285,True,0.39476958525345623,0.39476958525345623
0.002,0.5,man_white,0.7142857142857143,0.005714285714285783,0.27450980392156865,0.10483870967741936,5,5.0,,0.7085714285714285,True,0.6518663594470047,0.6518663594470047
0.002,1.0,man_white,0.7142857142857143,0.005714285714285783,0.27450980392156865,0.10483870967741936,5,5.0,,0.7085714285714285,True,0.5994470046082949,0.5994470046082949
0.002,2.0,man_white,0.7142857142857143,0.005714285714285783,0.27450980392156865,0.10483870967741936,5,5.0,,0.7085714285714285,True,0.49460829493087555,0.49460829493087555
0.002,3.0,man_white,0.7142857142857143,0.005714285714285783,0.27450980392156865,0.10483870967741936,5,5.0,,0.7085714285714285,True,0.38976958525345623,0.38976958525345623
