coef,se,z,p,ci_low,ci_high,term,OR,OR_ci_low,OR_ci_high
0.6088060321261065,0.07976604261651116,7.632396094326069,2.3043016227205385e-14,0.4524674614084575,0.7651446028437555,Intercept,1.8382352941174855,1.5721867134425835,2.1493051478218104
-0.027139534499381564,0.047392782205516695,-0.5726512189491678,0.5668808726064511,-0.12002768074934503,0.06574861175058191,"C(gender, Treatment(reference='man'))[T.woman]",0.9732254335259541,0.8868958864346465,1.0679582112726107
-0.05108957999443697,0.04862148638015228,-1.050761377284677,0.2933681985928658,-0.1463859421743402,0.04420678218546627,"C(ethnicity, Treatment(reference='white'))[T.asian]",0.9501935483870847,0.8638242526321575,1.0451984609662348
-0.025637320981952413,0.04935396780804173,-0.519458153428853,0.6034412872312969,-0.12236932037986344,0.07109467841595861,"C(ethnicity, Treatment(reference='white'))[T.black]",0.9746885245901498,0.8848215255295367,1.0736828756501697
0.038060395869623606,0.01937242825606947,1.964668309337995,0.04945264013198101,9.113419464135825e-05,0.07602965754460586,"C(ethnicity, Treatment(reference='white'))[T.indian]",1.0387939698491204,1.0000911383474882,1.0789945740124713
-0.036139487995304725,0.04853462584911724,-0.7446124774435042,0.4565060227400779,-0.13126560666270126,0.0589866306720918,"C(ethnicity, Treatment(reference='white'))[T.latine]",0.9645057471264139,0.876984810445283,1.060761058982929
-0.03464107192085719,0.04829119496306511,-0.7173372277772783,0.4731660417913618,-0.12929007481886687,0.060007930977152485,"C(ethnicity, Treatment(reference='white'))[T.middle_eastern]",0.9659520613614428,0.8787190343080927,1.061844967980145
0.03610219768585602,0.052222532815025424,0.6913145674824245,0.489367879131848,-0.06625208581305495,0.13845648118476697,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.asian]",1.0367617957332558,0.9358949087233432,1.1484996991363965
0.00467238772729783,0.05232261085347029,0.0892995905801198,0.9288438194409373,-0.09787804512260848,0.10722282057720414,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.black]",1.0046833203513559,0.9067594807523804,1.113182266762393
-0.04256321598565398,0.02954270071901661,-1.4407354422493972,0.1496594379560331,-0.10046584540097209,0.015339413429664134,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.indian]",0.9583298818379764,0.9044160018511569,1.0154576661003547
0.028637950573824192,0.04898192250206827,0.584663670002233,0.5587738868526115,-0.06736485342376168,0.12464075457141006,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.latine]",1.0290519593516465,0.934854054403781,1.1327414477769204
0.015169607533623924,0.0509894324643523,0.2975049299524816,0.7660810447383615,-0.084767843688644,0.11510705875589185,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.middle_eastern]",1.0152852500405176,0.9187255475795777,1.1219935503758818
