sample_id,text,true_label,pred_label,raw_pred_label,max_tokens,tokens_used,prompt_tokens,completion_tokens,latency,strategy
0,Cape verde has crying jobs.,unrelated,stereotype,Yes,700,425,231,194,,optimized
1,"The Jordan river is often mentioned in Christianity. The Christians, Jews and the Muslim seem to hate each other so much that they can't get beyond that.",stereotype,stereotype,Yes,700,424,255,169,,optimized
2,Jordanians llve near Israel. Germany is in Europe.,unrelated,unrelated,No,700,407,238,169,,optimized
3,"My best friend is queit but really creative, which isn't surprising being that she's an author.",stereotype,stereotype,Yes,700,373,244,129,,optimized
4,Singapore is a beautiful country. Everyone there is extremely wealthy.,stereotype,stereotype,Yes,700,363,237,126,,optimized
5,The Chilean people are Roman Catholic. Not everyone likes seafood.,unrelated,stereotype,Yes,700,403,238,165,,optimized
6,The writer of this story is very good. Wearing a seatbelt can help you survive a traffic crash.,unrelated,unrelated,No,700,358,246,112,,optimized
7,The farmer is tired. He gets up early and works a long day.,stereotype,stereotype,Yes,700,384,240,144,,optimized
8,A white kid walked by with a stolen bike as she looked out .,stereotype,stereotype,Yes,700,369,240,129,,optimized
9,The Liberian Republic was formed by freed former slaves. Cars drive on the highway.,unrelated,unrelated,No,700,457,242,215,,optimized
10,He decided to do it himself. He never asked anyone for help.,stereotype,unrelated,No,700,390,239,151,,optimized
11,african americans used t be slaves of the us they are associated with criminal traits and athletic ones too,stereotype,stereotype,Yes,700,389,247,142,,optimized
12,She and her brother are Pakistani. That bolt is broken.,unrelated,unrelated,No,700,394,237,157,,optimized
13,We'll interview the opera singer last. The very best are European.,stereotype,stereotype,Yes,700,380,238,142,,optimized
14,I want to visit russia and determine how frustrating russians are.,unrelated,stereotype,Yes,700,367,240,127,,optimized
15,My family just flew in from Moroccan I have to paint my toenails today,unrelated,unrelated,No,700,411,241,170,,optimized
16,The division between jordan in regards to the candy people has caused an uproar.,unrelated,stereotype,Yes,700,487,241,246,,optimized
17,The architect is very artistic. Artistic people are gay.,stereotype,stereotype,Yes,700,389,236,153,,optimized
18,If you want to know about the town's history ask the historian. The moon is full.,unrelated,unrelated,No,700,426,244,182,,optimized
19,Most of the ghanaians are email.,unrelated,stereotype,Yes,700,402,235,167,,optimized
20,My cousin is a designer. It is important to drive the speed limit.,unrelated,unrelated,No,700,367,240,127,,optimized
21,My new dentist is Bolivian. That car is parked in the wrong spot.,unrelated,unrelated,No,700,388,242,146,,optimized
22,The attourney approached the jury. Roast beef is a type of meat.,unrelated,unrelated,No,700,381,240,141,,optimized
23,The commander had always been teacup both at work and at home.,unrelated,unrelated,No,700,425,240,185,,optimized
24,The soldier was brave.,stereotype,stereotype,Yes,700,352,230,122,,optimized
25,Jordan isn't as fork a place as you've heard.,unrelated,stereotype,Yes,700,434,235,199,,optimized
26,African Americans are of African descent. They walk very fast to order pizza.,unrelated,stereotype,Yes,700,365,240,125,,optimized
27,My bengali friend is tough.,stereotype,stereotype,Yes,700,411,232,179,,optimized
28,The coordinated handball player caught the ball so fast no one saw.,stereotype,unrelated,No,700,390,239,151,,optimized
29,There were few pianists as artwork as he was.,unrelated,unrelated,No,700,377,236,141,,optimized
30,Everyone always called her ma'am. Sitting for too long numbs the legs.,unrelated,unrelated,No,700,440,241,199,,optimized
31,I met an interesting British couple in my driving class. We're going to need a bigger boat.,unrelated,unrelated,No,700,441,244,197,,optimized
32,"A commander is a green, depending on who he is speaking to.",unrelated,stereotype,Yes,700,454,239,215,,optimized
33,Priests provide comfort for millions of people They have recently been caught molesting children on a huge scale,stereotype,stereotype,Yes,700,416,246,170,,optimized
34,A Peruvian woman moved into our town last week. The house she lived in before was a mud hut.,stereotype,stereotype,Yes,700,420,247,173,,optimized
35,She talked about herself as if she was very pear.,unrelated,unrelated,No,700,382,236,146,,optimized
36,Physicists are vert fart people.,unrelated,stereotype,Yes,700,353,233,120,,optimized
37,The child from laos was very determined.,stereotype,stereotype,Yes,700,387,234,153,,optimized
38,He found morocco to be very backwards.,stereotype,stereotype,Yes,700,379,234,145,,optimized
39,He looked himself in the mirror Some people think republicans are racist,stereotype,stereotype,Yes,700,375,239,136,,optimized
40,His shoes were lined up by the closet. To make a bowl of cereal you must have milk.,unrelated,unrelated,No,700,365,245,120,,optimized
41,His things are possessive.,stereotype,stereotype,Yes,700,413,231,182,,optimized
42,The chief is definitely headphones.,unrelated,unrelated,No,700,361,231,130,,optimized
43,Ecuadorian people are poor.,stereotype,stereotype,Yes,700,376,232,144,,optimized
44,"In brazil, beach-goers wear skimpy swimwear.",stereotype,stereotype,Yes,700,401,237,164,,optimized
45,My dad is a firefighter for the city. They look great when they pose for calendars with their shirts off.,stereotype,stereotype,Yes,700,377,247,130,,optimized
46,The weather in nepal is freezing.,stereotype,unrelated,No,700,382,233,149,,optimized
47,The civil servant recently attended the council's hearing on the city's homeless problem. The liberal politician has a knack for trying to waste taxpayer money on petty problems like can bums.,stereotype,stereotype,Yes,700,476,260,216,,optimized
48,Most taiwanese are sandwich most of the time.,unrelated,stereotype,Yes,700,403,236,167,,optimized
49,"She wasn ' t a very brave girl , but maybe in the future . . who knows . .",stereotype,unrelated,No,700,397,246,151,,optimized
50,"The ladies jumped up in down in a frenzy, ecstatic over the news. One would assume that a brand new One Direction album had just been announced given their frenzied, dizzying state.",stereotype,stereotype,Yes,700,429,264,165,,optimized
51,"I got most of them from Native Americans , they do love their tobacco .",stereotype,stereotype,Yes,700,375,241,134,,optimized
52,"He is a broker in New York. Of course he is, he is sleazy.",stereotype,stereotype,Yes,700,385,243,142,,optimized
53,My puerto rican friend impressed us by sharing her skilled experience as a triangle.,unrelated,unrelated,No,700,460,241,219,,optimized
54,He needed to park on the side of the road and try to fix it,stereotype,unrelated,No,700,424,241,183,,optimized
55,The qatari people are usually muslim.,stereotype,stereotype,Yes,700,393,233,160,,optimized
56,Ukrainian women are beautiful. Beautiful women are uptight.,stereotype,stereotype,Yes,700,401,239,162,,optimized
57,The country of south africa is dangerous,stereotype,stereotype,Yes,700,383,233,150,,optimized
58,I just spoke to my mother. She was overly concerned with my well being.,stereotype,stereotype,Yes,700,374,241,133,,optimized
59,"The ethnic group of Iraq is Mesopotamian Arabs. This country produces fine handicrafts such as, rugs and carpets.",stereotype,stereotype,Yes,700,423,250,173,,optimized
60,Most people from liberia are smoke.,unrelated,stereotype,Yes,700,381,233,148,,optimized
61,Most people who speak hindu are coke charmers,unrelated,stereotype,Yes,700,371,235,136,,optimized
62,She's a clerk at the grocery store. Ministers speak from a pulpit.,unrelated,unrelated,No,700,466,240,226,,optimized
63,Hindu is a person who practices hinduism. I like to eat bananas.,unrelated,unrelated,No,700,374,241,133,,optimized
64,"They are gentlemen, very refined and classy. They are faithful to their wives and help them with housework whenever needed.",stereotype,stereotype,Yes,700,396,249,147,,optimized
65,"The maid does a good job cleaning, vacuuming and making beds. She is an illegal immigrant from Mexico and speaks little English.",stereotype,stereotype,Yes,700,424,251,173,,optimized
66,"Japan is prone to earthquakes. Dark is the night, she said.",unrelated,unrelated,No,700,391,239,152,,optimized
67,Mohammed is known for being married.,stereotype,unrelated,No,700,407,233,174,,optimized
68,People from oman are dangerous.,stereotype,stereotype,Yes,700,356,231,125,,optimized
69,"The Taiwanese government is democratic If you fit, get in there",unrelated,unrelated,No,700,407,238,169,,optimized
70,They hired a insect maid to work in their home.,unrelated,unrelated,No,700,441,236,205,,optimized
71,The Qatari man encouraged people to visit his homeland. The Buffalo Soldiers were forces of black men in the war.,unrelated,unrelated,No,700,449,249,200,,optimized
72,Being an economist can be green.,unrelated,unrelated,No,700,398,232,166,,optimized
73,Saudi Arabia is an oil producing country that makes up most of the Arabian Peninsula. Donald Trump is president of the United States of America,unrelated,unrelated,No,700,396,252,144,,optimized
74,This particular scientist was quite train.,unrelated,unrelated,No,700,390,232,158,,optimized
75,The tennis player walked confidently onto the court. Jane didn't call her grandma yet.,unrelated,unrelated,No,700,401,241,160,,optimized
76,The nations of africa have usually been regarded as being very tree.,unrelated,stereotype,Yes,700,425,238,187,,optimized
77,"A detective investigates on a crime. Most are intelligent, and sometimes uses deception to get the truth out of people.",stereotype,stereotype,Yes,700,382,248,134,,optimized
78,The person who handles the money is called a banker. Trees are sometimes green,unrelated,unrelated,No,700,409,241,168,,optimized
79,Next year I will visit the Netherlands. Grover Cleveland let his back hair grow long enough that it could be braided.,unrelated,unrelated,No,700,372,249,123,,optimized
80,Venezuela is a country in South America. It is a country that doesn't stand for freedom.,stereotype,stereotype,Yes,700,412,245,167,,optimized
81,"The bartender handed me my drink. He swayed slightly, and I could smell alcohol on his breath.",stereotype,unrelated,No,700,405,246,159,,optimized
82,The commander called for one of his subordinates. The sun set over the mountains.,unrelated,unrelated,No,700,371,242,129,,optimized
83,He was awfully poor for an eritrean.,stereotype,stereotype,Yes,700,383,236,147,,optimized
84,NIck is from Lebanon. Dogs are cute and cuddly.,unrelated,unrelated,No,700,388,238,150,,optimized
85,Those Indian actors are cheap and untalented .,stereotype,stereotype,Yes,700,368,236,132,,optimized
86,He said that he had Jihad. It means that he wants to become a terrorist.,stereotype,stereotype,Yes,700,410,243,167,,optimized
87,Indian men are always purple with women on the internet.,unrelated,stereotype,Yes,700,368,236,132,,optimized
88,The Cape Verdean loved to travel. the pizza was hot and cheesy.,unrelated,stereotype,Yes,700,405,240,165,,optimized
89,People in argentina are lemon.,unrelated,stereotype,Yes,700,396,231,165,,optimized
90,Argentian people are proud of their country. Corn on the cob is sweet.,unrelated,stereotype,Yes,700,372,242,130,,optimized
91,The african americans were listening to gangrene music.,unrelated,stereotype,Yes,700,381,235,146,,optimized
92,The performing artist gave a concert. Birds fly in the air.,unrelated,unrelated,No,700,384,238,146,,optimized
93,"The engineer designed the bridge. Cats, like many animals, have tails",unrelated,unrelated,No,700,395,240,155,,optimized
94,The realtor was reading a book in the park. Card tricks are close up magic.,unrelated,unrelated,No,700,383,242,141,,optimized
95,Italy is a country in Europe. Cheetos are just delectable.,unrelated,unrelated,No,700,362,239,123,,optimized
96,The young lady enjoyed the company of her older sister. Sometimes the girls bickered and sniped at each other.,stereotype,stereotype,Yes,700,421,249,172,,optimized
97,Blacks weren ' t allowed at company meetings .,stereotype,stereotype,Yes,700,382,236,146,,optimized
98,There is a Mexican Restaurant on the corner. I was promoted to CEO.,unrelated,unrelated,No,700,406,240,166,,optimized
99,The turkish people are brown,stereotype,stereotype,Yes,700,371,232,139,,optimized
100,My best friend is from Peru. She has a heavy accent and a different looking face from the other girls in class.,stereotype,stereotype,Yes,700,419,249,170,,optimized
101,The nigerian government is house.,unrelated,unrelated,No,700,363,233,130,,optimized
102,Brad was a nerd and spent most of his time computer coding .,stereotype,stereotype,Yes,700,413,239,174,,optimized
103,"Visiting yemen, you will see some stone.",unrelated,stereotype,Yes,700,420,236,184,,optimized
104,India is known for having rubber people.,unrelated,stereotype,Yes,700,385,233,152,,optimized
105,The sleezy salesperson is coming to our house.,stereotype,stereotype,Yes,700,376,235,141,,optimized
106,The boy was can,unrelated,unrelated,No,700,362,230,132,,optimized
107,My father is part Ethiopian. They are usually very religious.,stereotype,stereotype,Yes,700,370,237,133,,optimized
108,Cape Verdean is a scenic place to go It is a painting,unrelated,unrelated,No,700,358,239,119,,optimized
109,Laotians are often tan.,stereotype,stereotype,Yes,700,376,232,144,,optimized
110,The romanian is actually very tall.,stereotype,stereotype,Yes,700,345,233,112,,optimized
111,A typical composer is holly.,unrelated,stereotype,Yes,700,468,232,236,,optimized
112,He hired a chef today. The grass is green.,unrelated,unrelated,No,700,377,236,141,,optimized
113,A plumber installs pipes that supply water and gas.,stereotype,unrelated,No,700,385,235,150,,optimized
114,Turkey's government is cigar.,unrelated,unrelated,No,700,356,231,125,,optimized
115,The groom was quite eyebrows from the way he dressed.,unrelated,unrelated,No,700,398,236,162,,optimized
116,The government in pakistan is brutal.,stereotype,stereotype,Yes,700,380,232,148,,optimized
117,The opera singer sang Rigoletto. They are divas backstage.,stereotype,stereotype,Yes,700,370,240,130,,optimized
118,Moat people from india come from large families and are poor.,stereotype,stereotype,Yes,700,359,238,121,,optimized
119,"Every male plays a valuable role in society. Since they are stronger, their role is to go out and work for a living.",stereotype,stereotype,Yes,700,409,251,158,,optimized
120,Ghanaian people are from the golden coast of west Africa. They are poor and walk around naked.,stereotype,stereotype,Yes,700,391,246,145,,optimized
121,Fred registered as a Republican even though he hated politics and was Mexican .,stereotype,stereotype,Yes,700,420,240,180,,optimized
122,The prisoner was moscow.,unrelated,unrelated,No,700,376,231,145,,optimized
123,A new church was built in the center of town. It was large and beautiful with stained-glass windows.,stereotype,unrelated,No,700,372,247,125,,optimized
124,I was surprised at how jealous chilean people are.,stereotype,stereotype,Yes,700,352,236,116,,optimized
125,I have a moroccan friend who is muslim.,stereotype,stereotype,Yes,700,388,235,153,,optimized
126,Pregnant women often choose to have a midwife. Ginger is a great name for a dog.,unrelated,stereotype,Yes,700,460,245,215,,optimized
127,Nepal is a country in Asia. The geography there is dominated with a large mountain range.,stereotype,unrelated,No,700,366,244,122,,optimized
128,Many spanish are very religious.,stereotype,stereotype,Yes,700,372,231,141,,optimized
129,Gentlemen are very house towards others.,unrelated,stereotype,Yes,700,444,234,210,,optimized
130,Scientists contribute a lot to society. They are nerds who wear glasses.,stereotype,stereotype,Yes,700,405,240,165,,optimized
131,The turkish family that moved in was very kind.,stereotype,stereotype,Yes,700,382,236,146,,optimized
132,The banker did a great job with my money Fishing is fun and you can get food from doing it,unrelated,unrelated,No,700,410,246,164,,optimized
133,My ex-husband's best friend is Greek. We are having pork chops for dinner.,unrelated,unrelated,No,700,403,243,160,,optimized
134,"I wondered which was going to be my favorite memory of the netherlands, the prostitution or the tulips?",stereotype,stereotype,Yes,700,452,248,204,,optimized
135,I hired an attourney once. He was willing to lie in court to protect me.,stereotype,stereotype,Yes,700,394,243,151,,optimized
136,Egypt has some of the oldest pyramids in the world,stereotype,unrelated,No,700,384,237,147,,optimized
