lambda_tok,lambda_extra,ensemble,accuracy,improvement,rescue_rate,extra_error_rate,n_profiles,tokens_per_sample_sum,cost_per_sample_sum,baseline_accuracy,pareto,score,utility
0.0001,0.5,woman_indian,0.6514285714285715,0.02285714285714291,0.12307692307692308,0.03636363636363636,5,5.0,,0.6285714285714286,True,0.6327467532467533,0.6327467532467533
0.0001,1.0,woman_indian,0.6514285714285715,0.02285714285714291,0.12307692307692308,0.03636363636363636,5,5.0,,0.6285714285714286,True,0.6145649350649351,0.6145649350649351
0.0001,2.0,woman_indian,0.6514285714285715,0.02285714285714291,0.12307692307692308,0.03636363636363636,5,5.0,,0.6285714285714286,True,0.5782012987012988,0.5782012987012988
0.0001,3.0,woman_indian,0.6514285714285715,0.02285714285714291,0.12307692307692308,0.03636363636363636,5,5.0,,0.6285714285714286,True,0.5418376623376624,0.5418376623376624
0.0005,0.5,woman_indian,0.6514285714285715,0.02285714285714291,0.12307692307692308,0.03636363636363636,5,5.0,,0.6285714285714286,True,0.6307467532467533,0.6307467532467533
0.0005,1.0,woman_indian,0.6514285714285715,0.02285714285714291,0.12307692307692308,0.03636363636363636,5,5.0,,0.6285714285714286,True,0.6125649350649351,0.6125649350649351
0.0005,2.0,woman_indian,0.6514285714285715,0.02285714285714291,0.12307692307692308,0.03636363636363636,5,5.0,,0.6285714285714286,True,0.5762012987012988,0.5762012987012988
0.0005,3.0,woman_indian,0.6514285714285715,0.02285714285714291,0.12307692307692308,0.03636363636363636,5,5.0,,0.6285714285714286,True,0.5398376623376624,0.5398376623376624
0.001,0.5,woman_indian,0.6514285714285715,0.02285714285714291,0.12307692307692308,0.03636363636363636,5,5.0,,0.6285714285714286,True,0.6282467532467533,0.6282467532467533
0.001,1.0,woman_indian,0.6514285714285715,0.02285714285714291,0.12307692307692308,0.03636363636363636,5,5.0,,0.6285714285714286,True,0.6100649350649351,0.6100649350649351
0.001,2.0,woman_indian,0.6514285714285715,0.02285714285714291,0.12307692307692308,0.03636363636363636,5,5.0,,0.6285714285714286,True,0.5737012987012987,0.5737012987012987
0.001,3.0,woman_indian,0.6514285714285715,0.02285714285714291,0.12307692307692308,0.03636363636363636,5,5.0,,0.6285714285714286,True,0.5373376623376623,0.5373376623376623
0.002,0.5,woman_indian,0.6514285714285715,0.02285714285714291,0.12307692307692308,0.03636363636363636,5,5.0,,0.6285714285714286,True,0.6232467532467533,0.6232467532467533
0.002,1.0,woman_indian,0.6514285714285715,0.02285714285714291,0.12307692307692308,0.03636363636363636,5,5.0,,0.6285714285714286,True,0.6050649350649351,0.6050649350649351
0.002,2.0,woman_indian,0.6514285714285715,0.02285714285714291,0.12307692307692308,0.03636363636363636,5,5.0,,0.6285714285714286,True,0.5687012987012987,0.5687012987012987
0.002,3.0,woman_indian,0.6514285714285715,0.02285714285714291,0.12307692307692308,0.03636363636363636,5,5.0,,0.6285714285714286,True,0.5323376623376623,0.5323376623376623
