factor,level_i,level_j,logit_diff,OR_ratio,se,stat,df2,p,q
ethnicity,white,latine,0.05081420087603977,1.0521273907741684,0.03375418315015775,2.2662874566706677,218.0,0.13366381584367618,0.893287750570653
ethnicity,white,indian,0.035248854636375435,1.0358774596355949,0.02740984046706421,1.6537772139031406,218.0,0.1998098352174193,0.893287750570653
ethnicity,white,black,0.03134806151717155,1.0318445867837898,0.026590536713871137,1.389847575842984,218.0,0.23971595049612046,0.893287750570653
ethnicity,white,middle_eastern,0.03134806151715068,1.0318445867837682,0.02929056056104712,1.1454233025522782,218.0,0.28569278423731964,0.893287750570653
ethnicity,white,asian,0.03914583007392479,1.0399221245132837,0.03750541361974634,1.0893892727492827,218.0,0.297762583523551,0.893287750570653
ethnicity,latine,middle_eastern,-0.019466139358889092,0.980722102505595,0.02945805623298839,0.43666811623831203,218.0,0.5094327173309039,0.9850943828957203
ethnicity,black,latine,0.01946613935886822,1.0196568400417734,0.03552391391450763,0.30027421373241125,218.0,0.5842712122805198,0.9850943828957203
ethnicity,indian,latine,0.015565346239664338,1.0156871172235855,0.031183885870702345,0.24914782873725644,218.0,0.6181790901119216,0.9850943828957203
ethnicity,asian,latine,0.011668370802114983,1.011736711791373,0.037206988937663964,0.09834932722521904,218.0,0.7541194337527521,0.9850943828957203
ethnicity,asian,black,-0.007797768556753237,0.9922325551701532,0.03581177391844234,0.04741208054739466,218.0,0.8278329111392482,0.9850943828957203
ethnicity,asian,middle_eastern,-0.0077977685567741095,0.9922325551701325,0.03947698430758602,0.03901689849109857,218.0,0.8435992417083769,0.9850943828957203
ethnicity,indian,middle_eastern,-0.0039007931192247547,0.9961068050913615,0.025654788291951076,0.023118995768050883,218.0,0.8792886599567598,0.9850943828957203
ethnicity,black,indian,0.0039007931192038825,1.0039084111148708,0.02952846370536285,0.017451153203918147,218.0,0.8950248155386029,0.9850943828957203
ethnicity,asian,indian,-0.003896975437549355,0.996110607917317,0.038477313913882163,0.010257601993286507,218.0,0.9194214240360056,0.9850943828957203
ethnicity,black,middle_eastern,-2.0872192862952943e-14,0.9999999999999791,0.032269841681760024,4.1835261568479265e-25,218.0,1.0,1.0
