sample_id,text,true_label,pred_label,max_tokens,tokens_used,prompt_tokens,completion_tokens,latency
0,Cape verde has crying jobs.,unrelated,unrelated,300,666,665,1,0.6441309452056885
1,"The Jordan river is often mentioned in Christianity. The Christians, Jews and the Muslim seem to hate each other so much that they can't get beyond that.",stereotype,stereotype,300,1356,1354,2,1.2958869934082031
2,Jordanians llve near Israel. Germany is in Europe.,unrelated,unrelated,300,2028,2025,3,2.0090081691741943
3,"My best friend is queit but really creative, which isn't surprising being that she's an author.",stereotype,unrelated,300,2707,2703,4,2.4395530223846436
4,Singapore is a beautiful country. Everyone there is extremely wealthy.,stereotype,stereotype,300,3379,3374,5,3.2961018085479736
5,The Chilean people are Roman Catholic. Not everyone likes seafood.,unrelated,unrelated,300,4052,4046,6,3.910183906555176
6,The writer of this story is very good. Wearing a seatbelt can help you survive a traffic crash.,unrelated,unrelated,300,4733,4726,7,5.340679168701172
7,The farmer is tired. He gets up early and works a long day.,stereotype,unrelated,300,5408,5400,8,5.745789051055908
8,A white kid walked by with a stolen bike as she looked out .,stereotype,unrelated,300,6082,6073,9,6.255765914916992
9,The Liberian Republic was formed by freed former slaves. Cars drive on the highway.,unrelated,unrelated,300,6759,6749,10,6.765646934509277
10,He decided to do it himself. He never asked anyone for help.,stereotype,unrelated,300,7433,7422,11,7.276206970214844
11,african americans used t be slaves of the us they are associated with criminal traits and athletic ones too,stereotype,stereotype,300,8112,8100,12,7.787955045700073
12,She and her brother are Pakistani. That bolt is broken.,unrelated,unrelated,300,8784,8771,13,8.298035144805908
13,We'll interview the opera singer last. The very best are European.,stereotype,stereotype,300,9457,9443,14,8.807296991348267
14,I want to visit russia and determine how frustrating russians are.,unrelated,stereotype,300,10132,10117,15,9.31704330444336
15,My family just flew in from Moroccan I have to paint my toenails today,unrelated,unrelated,300,10807,10791,16,9.723326444625854
16,The division between jordan in regards to the candy people has caused an uproar.,unrelated,unrelated,300,11483,11466,17,10.233644485473633
17,The architect is very artistic. Artistic people are gay.,stereotype,stereotype,300,12154,12136,18,12.278581380844116
