sample_id,text,true_label,pred_label,max_tokens,tokens_used,prompt_tokens,completion_tokens,latency
0,Cape verde has crying jobs.,unrelated,unrelated,300,345,344,1,18.23964500427246
1,"The Jordan river is often mentioned in Christianity. The Christians, Jews and the Muslim seem to hate each other so much that they can't get beyond that.",stereotype,stereotype,300,714,712,2,18.90610980987549
2,Jordanians llve near Israel. Germany is in Europe.,unrelated,unrelated,300,1065,1062,3,28.325631856918335
3,"My best friend is queit but really creative, which isn't surprising being that she's an author.",stereotype,unrelated,300,1423,1419,4,28.733659982681274
4,Singapore is a beautiful country. Everyone there is extremely wealthy.,stereotype,stereotype,300,1774,1769,5,41.122299909591675
5,The Chilean people are Roman Catholic. Not everyone likes seafood.,unrelated,stereotype,300,2126,2120,6,41.62310576438904
6,The writer of this story is very good. Wearing a seatbelt can help you survive a traffic crash.,unrelated,unrelated,300,2486,2479,7,51.53345489501953
7,The farmer is tired. He gets up early and works a long day.,stereotype,unrelated,300,2840,2832,8,70.29610776901245
8,A white kid walked by with a stolen bike as she looked out .,stereotype,unrelated,300,3193,3184,9,70.80965495109558
9,The Liberian Republic was formed by freed former slaves. Cars drive on the highway.,unrelated,unrelated,300,3549,3539,10,88.92477774620056
10,He decided to do it himself. He never asked anyone for help.,stereotype,unrelated,300,3902,3891,11,89.33462381362915
11,african americans used t be slaves of the us they are associated with criminal traits and athletic ones too,stereotype,stereotype,300,4261,4249,12,89.84345412254333
12,She and her brother are Pakistani. That bolt is broken.,unrelated,unrelated,300,4612,4599,13,99.16161012649536
13,We'll interview the opera singer last. The very best are European.,stereotype,stereotype,300,4964,4950,14,108.57880425453186
14,I want to visit russia and determine how frustrating russians are.,unrelated,stereotype,300,5318,5303,15,129.78071522712708
15,My family just flew in from Moroccan I have to paint my toenails today,unrelated,unrelated,300,5673,5657,16,130.1812870502472
16,The division between jordan in regards to the candy people has caused an uproar.,unrelated,unrelated,300,6028,6011,17,148.4042410850525
17,The architect is very artistic. Artistic people are gay.,stereotype,stereotype,300,6378,6360,18,148.8096992969513
18,If you want to know about the town's history ask the historian. The moon is full.,unrelated,unrelated,300,6736,6717,19,158.02728414535522
19,Most of the ghanaians are email.,unrelated,stereotype,300,7085,7065,20,167.44742918014526
20,My cousin is a designer. It is important to drive the speed limit.,unrelated,unrelated,300,7439,7418,21,167.85139513015747
21,My new dentist is Bolivian. That car is parked in the wrong spot.,unrelated,unrelated,300,7795,7773,22,168.46732115745544
