factor,level_i,level_j,logit_diff,OR_ratio,se,stat,df2,p,q
ethnicity,indian,middle_eastern,0.06607930406752963,1.0683114352489083,0.027183651852776474,5.909018123238771,499.0,0.015414810309750279,0.23122215464625417
ethnicity,asian,indian,-0.04565043577151366,0.9553758690549474,0.02465360967770584,3.4286947584077656,499.0,0.06466324538880504,0.48497434041603776
ethnicity,latine,middle_eastern,0.03484638843917763,1.0354606378576168,0.022319949241796515,2.4374131042184577,499.0,0.11910541079535655,0.5310582607460692
ethnicity,black,indian,-0.0558891591033672,0.9456439461045415,0.03796476468147713,2.1671737222726084,499.0,0.14161553619895179,0.5310582607460692
ethnicity,indian,latine,0.031232915628352,1.0317257809618532,0.025883202160520098,1.45609277590464,499.0,0.22812456481349153,0.5538604373635031
ethnicity,white,middle_eastern,0.0327807124519205,1.03332391932611,0.028192667338321386,1.3519618685906751,499.0,0.2454911883163458,0.5538604373635031
ethnicity,white,indian,-0.03329859161560913,0.9672497038144625,0.029433668368110746,1.2798614131699095,499.0,0.2584682041029681,0.5538604373635031
ethnicity,asian,middle_eastern,0.020428868296015968,1.0206389658722639,0.0243348180182715,0.7047456622732706,499.0,0.40159566748811937,0.7529918765402238
ethnicity,black,latine,-0.024656243475015202,0.9756452388065566,0.03466873114223734,0.5057989528949925,499.0,0.4772954383091955,0.7665764013412517
ethnicity,asian,latine,-0.01441752014316166,0.9856859146128248,0.021921988085972205,0.4325350033165844,499.0,0.5110509342275011,0.7665764013412517
ethnicity,white,black,0.022590567487758072,1.0228476667131674,0.04582586929395859,0.24301487485946524,499.0,0.6222538973926872,0.848528041899119
ethnicity,white,asian,0.01235184415590453,1.0124284432380113,0.031920406942291084,0.14973618648873882,499.0,0.698952564808258,0.8551218296803466
ethnicity,asian,black,0.010238723331853543,1.010291318408472,0.03299409278254076,0.09629843580236086,499.0,0.7564472706940634,0.8551218296803466
ethnicity,black,middle_eastern,0.010190144964162425,1.010242241297384,0.0398168166259801,0.06549794203313347,499.0,0.7981137077016568,0.8551218296803466
ethnicity,white,latine,-0.0020656759872571297,0.9979364560530976,0.027671722516846235,0.0055725248511117,499.0,0.94052362694296,0.94052362694296
