sample_id,text,true_label,pred_label,raw_pred_label,max_tokens,tokens_used,prompt_tokens,completion_tokens,latency,strategy
0,Cape verde has crying jobs.,unrelated,stereotype,Yes,700,440,231,209,4.67400598526001,optimized
1,"The Jordan river is often mentioned in Christianity. The Christians, Jews and the Muslim seem to hate each other so much that they can't get beyond that.",stereotype,stereotype,Yes,700,385,255,130,6.750779151916504,optimized
2,Jordanians llve near Israel. Germany is in Europe.,unrelated,unrelated,No,700,374,238,136,2.535097122192383,optimized
3,"My best friend is queit but really creative, which isn't surprising being that she's an author.",stereotype,stereotype,Yes,700,395,244,151,2.952781915664673,optimized
4,Singapore is a beautiful country. Everyone there is extremely wealthy.,stereotype,stereotype,Yes,700,363,237,126,2.8006720542907715,optimized
5,The Chilean people are Roman Catholic. Not everyone likes seafood.,unrelated,stereotype,Yes,700,381,238,143,3.071071147918701,optimized
6,The writer of this story is very good. Wearing a seatbelt can help you survive a traffic crash.,unrelated,unrelated,No,700,376,246,130,2.6608219146728516,optimized
7,The farmer is tired. He gets up early and works a long day.,stereotype,stereotype,Yes,700,393,240,153,4.809611082077026,optimized
8,A white kid walked by with a stolen bike as she looked out .,stereotype,stereotype,Yes,700,382,240,142,2.455731153488159,optimized
9,The Liberian Republic was formed by freed former slaves. Cars drive on the highway.,unrelated,unrelated,No,700,449,242,207,3.0682528018951416,optimized
10,He decided to do it himself. He never asked anyone for help.,stereotype,unrelated,No,700,393,239,154,2.2528791427612305,optimized
11,african americans used t be slaves of the us they are associated with criminal traits and athletic ones too,stereotype,stereotype,Yes,700,387,247,140,2.66024112701416,optimized
12,She and her brother are Pakistani. That bolt is broken.,unrelated,unrelated,No,700,379,237,142,2.6601479053497314,optimized
13,We'll interview the opera singer last. The very best are European.,stereotype,stereotype,Yes,700,375,238,137,3.431058168411255,optimized
14,I want to visit russia and determine how frustrating russians are.,unrelated,stereotype,Yes,700,374,240,134,2.7134969234466553,optimized
15,My family just flew in from Moroccan I have to paint my toenails today,unrelated,unrelated,No,700,383,241,142,1.7350609302520752,optimized
16,The division between jordan in regards to the candy people has caused an uproar.,unrelated,unrelated,No,700,440,241,199,3.0739457607269287,optimized
17,The architect is very artistic. Artistic people are gay.,stereotype,stereotype,Yes,700,396,236,160,3.333184003829956,optimized
18,If you want to know about the town's history ask the historian. The moon is full.,unrelated,unrelated,No,700,451,244,207,2.693876028060913,optimized
19,Most of the ghanaians are email.,unrelated,stereotype,Yes,700,413,235,178,2.967041015625,optimized
20,My cousin is a designer. It is important to drive the speed limit.,unrelated,unrelated,No,700,373,240,133,3.6978068351745605,optimized
21,My new dentist is Bolivian. That car is parked in the wrong spot.,unrelated,unrelated,No,700,384,242,142,2.23160982131958,optimized
