coef,se,z,p,ci_low,ci_high,term,OR,OR_ci_low,OR_ci_high
1.2309479765109008,0.08630621021176264,14.262565503578736,3.744321127887141e-46,1.061790912853703,1.4001050401680986,Intercept,3.4244743192745064,2.891544859765907,4.055625948103045
0.007816521629917032,0.021519067942899667,0.3632369975622543,0.7164278522451619,-0.03436007651903675,0.049993119778870804,"C(gender, Treatment(reference='man'))[T.woman]",1.0078471503865496,0.9662235275876588,1.0512638634232965
0.02467571633741355,0.027189173919345944,0.9075566771764261,0.36411249208123353,-0.028614085313900244,0.07796551798872733,"C(ethnicity, Treatment(reference='white'))[T.asian]",1.0249826814870275,0.9717914206924652,1.0810853800291047
-0.005299704960870837,0.0258139720617292,-0.20530373815380296,0.837334823641734,-0.055894160499783234,0.04529475057804156,"C(ethnicity, Treatment(reference='white'))[T.black]",0.9947143136996104,0.9456392165761257,1.046336222667891
0.034820204810542474,0.030500145093719913,1.1416406283821934,0.253603428879544,-0.024958981096394585,0.09459939071747953,"C(ethnicity, Treatment(reference='white'))[T.indian]",1.0354335260957526,0.9753499189921149,1.099218409810265
0.0069568181339719065,0.02856947376920924,0.24350529485319466,0.8076139838367087,-0.04903832151093999,0.0629519577788838,"C(ethnicity, Treatment(reference='white'))[T.latine]",1.006981073006202,0.9521446413780745,1.064975674205451
0.016192478913632017,0.030740638733153858,0.5267450378696389,0.5983706551488779,-0.044058065865106535,0.07644302369237058,"C(ethnicity, Treatment(reference='white'))[T.middle_eastern]",1.0163242875756149,0.9568983927268621,1.0794406860404426
0.0027306746887512693,0.026815278788225327,0.10183279130964386,0.9188893972348748,-0.049826305971571234,0.05528765534907377,"C(age, Treatment(reference='20'))[T.25]",1.0027344063767814,0.9513946617213593,1.0568445779510545
-0.0013485680183397404,0.0305425094835276,-0.044153805340293326,0.9647818041122628,-0.061210786603526884,0.0585136505668474,"C(age, Treatment(reference='20'))[T.35]",0.9986523408908891,0.9406249477401647,1.0602594587384315
0.02327288891445566,0.029237795947490892,0.7959864333225458,0.42603992088072784,-0.03403213812995763,0.08057791595886896,"C(age, Treatment(reference='20'))[T.45]",1.0235458157463495,0.9665404413360381,1.0839132974960786
0.03341155258259676,0.02929494380305902,1.1405228426861798,0.2540685416297225,-0.02400548220052376,0.09082858736571728,"C(age, Treatment(reference='20'))[T.55]",1.0339759871760676,0.9762803575785508,1.095081278402863
0.012325638288769196,0.022189975431087864,0.5554597537544426,0.5785802310462782,-0.03116591437399168,0.05581719095153007,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.asian]",1.012401912020382,0.9693147364861389,1.0574043629813135
0.0029766433686406295,0.022120789648359427,0.13456316053624198,0.8929572702570697,-0.0403793076517303,0.04633259438901155,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.black]",1.002981077970497,0.9604250734740646,1.0474227199504966
0.015442751401771704,0.02407428723081286,0.6414624555117217,0.5212222663367512,-0.03174198452409402,0.06262748732763743,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.indian]",1.0155626068584198,0.9687565040063668,1.0646301771227036
0.032425922508947255,0.023020785232606877,1.4085498032021446,0.15896833062352644,-0.012693987442793757,0.07754583246068827,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.latine]",1.0329573714192997,0.9873862413824356,1.08063175933621
-0.009405414895841301,0.025616811240829675,-0.3671579107726868,0.713501232488214,-0.05961344232662828,0.04080261253494567,"C(gender, Treatment(reference='man'))[T.woman]:C(ethnicity, Treatment(reference='white'))[T.middle_eastern]",0.9906386776742555,0.942128650262729,1.0416464772942917
-0.020691835301834202,0.022574330345866887,-0.9166090415445104,0.359347544758818,-0.06493670975484292,0.023553039151174522,"C(gender, Treatment(reference='man'))[T.woman]:C(age, Treatment(reference='20'))[T.25]",0.979520771786891,0.9371267724837135,1.023832602518739
0.002703945329798127,0.023350855129626348,0.1157964157966747,0.9078138911870037,-0.043062889732481895,0.048470780392078146,"C(gender, Treatment(reference='man'))[T.woman]:C(age, Treatment(reference='20'))[T.35]",1.0027076042871017,0.9578511491702548,1.049664700581226
-0.03877585710158876,0.021273170641037027,-1.8227587112373445,0.06833994371732564,-0.08047050539499619,0.002918791191818662,"C(gender, Treatment(reference='man'))[T.woman]:C(age, Treatment(reference='20'))[T.45]",0.9619663028988655,0.92268211732702,1.0029230550102186
-0.020686113590524288,0.023738397443881856,-0.8714199700896726,0.3835248857563581,-0.0672125176312304,0.02584029045018183,"C(gender, Treatment(reference='man'))[T.woman]:C(age, Treatment(reference='20'))[T.55]",0.979526376338003,0.9349964769848126,1.026177045111416
0.00370607734895008,0.03378011643291351,0.109711799138119,0.912637942549582,-0.06250173425313003,0.06991388895103019,"C(ethnicity, Treatment(reference='white'))[T.asian]:C(age, Treatment(reference='20'))[T.25]",1.003712953345309,0.9394114336348439,1.0724158304259703
0.011429159055079408,0.03349901366846244,0.34117897225849847,0.7329688523219369,-0.05422770125272197,0.07708601936288079,"C(ethnicity, Treatment(reference='white'))[T.black]:C(age, Treatment(reference='20'))[T.25]",1.011494721429628,0.9472163995835786,1.080134984919805
0.02328967827420484,0.034629102647156795,0.6725463986609259,0.5012359122248589,-0.04458211573116313,0.0911614722795728,"C(ethnicity, Treatment(reference='white'))[T.indian]:C(age, Treatment(reference='20'))[T.25]",1.0235630005695306,0.9563970616250455,1.0954458751208955
-0.02315498844302078,0.037491319934280246,-0.6176093155324996,0.5368329024509799,-0.09663662524707864,0.050326648361037084,"C(ethnicity, Treatment(reference='white'))[T.latine]:C(age, Treatment(reference='20'))[T.25]",0.9771110311195031,0.9078858489974189,1.0516145484476351
0.04650264228532024,0.03396245000327159,1.3692369743890873,0.17092521176738507,-0.02006253654783432,0.1130678211184748,"C(ethnicity, Treatment(reference='white'))[T.middle_eastern]:C(age, Treatment(reference='20'))[T.25]",1.0476008471252167,0.9801373769821852,1.1197078702136047
-0.003876142208198539,0.035045598392991095,-0.11060282563112815,0.9119313067070514,-0.07256425287511588,0.0648119684587188,"C(ethnicity, Treatment(reference='white'))[T.asian]:C(age, Treatment(reference='20'))[T.35]",0.9961313603342398,0.9300059891818242,1.066958383692026
0.04632426218749642,0.03471566167452459,1.3343908758475593,0.18207578871893915,-0.021717184394049245,0.11436570876904209,"C(ethnicity, Treatment(reference='white'))[T.black]:C(age, Treatment(reference='20'))[T.35]",1.0474139926496815,0.9785169357818495,1.1211620687196044
0.007844769739173004,0.0420644848711289,0.1864938977193392,0.8520574638313001,-0.07460010563646961,0.09028964511481562,"C(ethnicity, Treatment(reference='white'))[T.indian]:C(age, Treatment(reference='20'))[T.35]",1.0078756205650794,0.9281145599097095,1.0944912518431629
0.015553662905027701,0.040117365600998094,0.38770399481666706,0.6982350991583204,-0.06307492882755462,0.09418225463761003,"C(ethnicity, Treatment(reference='white'))[T.latine]:C(age, Treatment(reference='20'))[T.35]",1.0156752506804294,0.9388731223912127,1.098759981771961
0.02710403576289995,0.039832028308010275,0.6804583375295827,0.49621429331543987,-0.0509653051519801,0.10517337667778,"C(ethnicity, Treatment(reference='white'))[T.middle_eastern]:C(age, Treatment(reference='20'))[T.35]",1.0274746913166484,0.9503116408784249,1.110903198365956
-0.003889054802884935,0.03511491531651241,-0.11075221932989111,0.9118128356147134,-0.07271302414342318,0.0649349145376533,"C(ethnicity, Treatment(reference='white'))[T.asian]:C(age, Treatment(reference='20'))[T.45]",0.996118497776774,0.9298676413026301,1.0670895701059495
0.04640013884008371,0.03521148544137163,1.317755790716117,0.18758541159315834,-0.02261310446716113,0.11541338214732855,"C(ethnicity, Treatment(reference='white'))[T.black]:C(age, Treatment(reference='20'))[T.45]",1.0474934699325138,0.9776406554144019,1.1223372958913613
0.03964623894572848,0.036415659835554795,1.0887140072365098,0.27628002290541065,-0.03172714280522071,0.11101962069667767,"C(ethnicity, Treatment(reference='white'))[T.indian]:C(age, Treatment(reference='20'))[T.45]",1.040442640995046,0.9687708821247537,1.117416831136079
0.019363793938538633,0.037638316843140396,0.5144702410375637,0.6069232611845505,-0.05440595151272385,0.09313353938980112,"C(ethnicity, Treatment(reference='white'))[T.latine]:C(age, Treatment(reference='20'))[T.45]",1.0195524881739464,0.9470475730612076,1.0976082994243659
7.537077992588945e-05,0.033916585412340224,0.0022222396213996977,0.9982269107750364,-0.06639991510683753,0.06655065666668931,"C(ethnicity, Treatment(reference='white'))[T.middle_eastern]:C(age, Treatment(reference='20'))[T.45]",1.0000753736203745,0.9357565662657178,1.068815105314397
-0.019207635001551572,0.0364955362578448,-0.5263009389928568,0.598679130717414,-0.0907375716634031,0.05232230166029995,"C(ethnicity, Treatment(reference='white'))[T.asian]:C(age, Treatment(reference='20'))[T.55]",0.9809756562133871,0.9132573440603112,1.0537153019814474
0.007679070877540821,0.03571864110200449,0.21498776662894603,0.8297768563802229,-0.06232817925910005,0.07768632101418169,"C(ethnicity, Treatment(reference='white'))[T.black]:C(age, Treatment(reference='20'))[T.55]",1.0077086305574943,0.9395744873295824,1.0807835863936703
-0.034799476813081584,0.03730464952410594,-0.9328455636768405,0.3508997120763827,-0.10791524633621849,0.03831629271005532,"C(ethnicity, Treatment(reference='white'))[T.indian]:C(age, Treatment(reference='20'))[T.55]",0.9657990619475167,0.8977036768819467,1.0390598279585388
-0.0308746220139883,0.040049545857104504,-0.7709106646089812,0.4407598854186332,-0.10937028949109846,0.04762104546312186,"C(ethnicity, Treatment(reference='white'))[T.latine]:C(age, Treatment(reference='20'))[T.55]",0.9695971315910874,0.8963984291179851,1.0487731426690452
0.0001759232841427559,0.03705483788273559,0.004747646844373895,0.9962119401133084,-0.07245022441898943,0.07280207098727495,"C(ethnicity, Treatment(reference='white'))[T.middle_eastern]:C(age, Treatment(reference='20'))[T.55]",1.0001759387595512,0.930112042375385,1.0755176397015365
