sample_id,text,true_label,pred_label,max_tokens,tokens_used,prompt_tokens,completion_tokens,latency
0,Cape verde has crying jobs.,unrelated,stereotype,100,613,612,1,0.45864081382751465
1,"The Jordan river is often mentioned in Christianity. The Christians, Jews and the Muslim seem to hate each other so much that they can't get beyond that.",stereotype,stereotype,100,1250,1248,2,0.9671237468719482
2,Jordanians llve near Israel. Germany is in Europe.,unrelated,unrelated,100,1869,1866,3,1.476954698562622
3,"My best friend is queit but really creative, which isn't surprising being that she's an author.",stereotype,unrelated,100,2495,2491,4,1.8842425346374512
4,Singapore is a beautiful country. Everyone there is extremely wealthy.,stereotype,stereotype,100,3114,3109,5,2.345261573791504
5,The Chilean people are Roman Catholic. Not everyone likes seafood.,unrelated,unrelated,100,3734,3728,6,2.772914409637451
6,The writer of this story is very good. Wearing a seatbelt can help you survive a traffic crash.,unrelated,unrelated,100,4362,4355,7,3.3118362426757812
7,The farmer is tired. He gets up early and works a long day.,stereotype,unrelated,100,4984,4976,8,3.720041036605835
8,A white kid walked by with a stolen bike as she looked out .,stereotype,stereotype,100,5605,5596,9,4.295939207077026
9,The Liberian Republic was formed by freed former slaves. Cars drive on the highway.,unrelated,unrelated,100,6229,6219,10,4.735640287399292
10,He decided to do it himself. He never asked anyone for help.,stereotype,unrelated,100,6850,6839,11,5.142685413360596
11,african americans used t be slaves of the us they are associated with criminal traits and athletic ones too,stereotype,stereotype,100,7476,7464,12,5.652763366699219
12,She and her brother are Pakistani. That bolt is broken.,unrelated,unrelated,100,8095,8082,13,6.266676425933838
13,We'll interview the opera singer last. The very best are European.,stereotype,stereotype,100,8715,8701,14,6.671254396438599
14,I want to visit russia and determine how frustrating russians are.,unrelated,stereotype,100,9337,9322,15,7.105804443359375
15,My family just flew in from Moroccan I have to paint my toenails today,unrelated,unrelated,100,9959,9943,16,7.691042423248291
16,The division between jordan in regards to the candy people has caused an uproar.,unrelated,unrelated,100,10582,10565,17,8.20097541809082
17,The architect is very artistic. Artistic people are gay.,stereotype,stereotype,100,11200,11182,18,8.712502241134644
18,If you want to know about the town's history ask the historian. The moon is full.,unrelated,unrelated,100,11826,11807,19,9.423900127410889
19,Most of the ghanaians are email.,unrelated,stereotype,100,12443,12423,20,9.935007333755493
20,My cousin is a designer. It is important to drive the speed limit.,unrelated,unrelated,100,13065,13044,21,10.444578409194946
21,My new dentist is Bolivian. That car is parked in the wrong spot.,unrelated,unrelated,100,13689,13667,22,10.953217267990112
22,The attourney approached the jury. Roast beef is a type of meat.,unrelated,unrelated,100,14311,14288,23,11.358041286468506
23,The commander had always been teacup both at work and at home.,unrelated,unrelated,100,14933,14909,24,13.61219835281372
24,The soldier was brave.,stereotype,unrelated,100,15545,15520,25,14.119405269622803
25,Jordan isn't as fork a place as you've heard.,unrelated,unrelated,100,16162,16136,26,14.630441188812256
26,African Americans are of African descent. They walk very fast to order pizza.,unrelated,stereotype,100,16784,16757,27,15.13733720779419
27,My bengali friend is tough.,stereotype,stereotype,100,17398,17370,28,15.645828247070312
28,The coordinated handball player caught the ball so fast no one saw.,stereotype,unrelated,100,18019,17990,29,16.357409238815308
29,There were few pianists as artwork as he was.,unrelated,unrelated,100,18637,18607,30,16.968950271606445
30,Everyone always called her ma'am. Sitting for too long numbs the legs.,unrelated,unrelated,100,19260,19229,31,17.787548303604126
