sample_id,text,true_label,pred_label,max_tokens,tokens_used,prompt_tokens,completion_tokens,latency
0,Cape verde has crying jobs.,unrelated,unrelated,300,343,342,1,0.462130069732666
1,"The Jordan river is often mentioned in Christianity. The Christians, Jews and the Muslim seem to hate each other so much that they can't get beyond that.",stereotype,stereotype,300,710,708,2,0.9672741889953613
2,Jordanians llve near Israel. Germany is in Europe.,unrelated,unrelated,300,1059,1056,3,19.201504230499268
3,"My best friend is queit but really creative, which isn't surprising being that she's an author.",stereotype,unrelated,300,1415,1411,4,19.808398246765137
4,Singapore is a beautiful country. Everyone there is extremely wealthy.,stereotype,stereotype,300,1764,1759,5,32.29911136627197
5,The Chilean people are Roman Catholic. Not everyone likes seafood.,unrelated,unrelated,300,2114,2108,6,50.836209297180176
6,The writer of this story is very good. Wearing a seatbelt can help you survive a traffic crash.,unrelated,unrelated,300,2472,2465,7,51.23957347869873
7,The farmer is tired. He gets up early and works a long day.,stereotype,unrelated,300,2824,2816,8,51.754204511642456
8,A white kid walked by with a stolen bike as she looked out .,stereotype,unrelated,300,3175,3166,9,61.070056676864624
9,The Liberian Republic was formed by freed former slaves. Cars drive on the highway.,unrelated,unrelated,300,3529,3519,10,61.57147455215454
