lambda_tok,lambda_extra,ensemble,accuracy,improvement,rescue_rate,extra_error_rate,n_profiles,tokens_per_sample_sum,cost_per_sample_sum,baseline_accuracy,pareto,score,utility
0.0001,0.5,man_white,0.6018518518518519,-0.01851851851851849,0.21951219512195122,0.16417910447761194,5,5.0,,0.6203703703703703,True,0.5192622996130459,0.5192622996130459
0.0001,1.0,man_white,0.6018518518518519,-0.01851851851851849,0.21951219512195122,0.16417910447761194,5,5.0,,0.6203703703703703,True,0.4371727473742399,0.4371727473742399
0.0001,2.0,man_white,0.6018518518518519,-0.01851851851851849,0.21951219512195122,0.16417910447761194,5,5.0,,0.6203703703703703,True,0.272993642896628,0.272993642896628
0.0001,3.0,man_white,0.6018518518518519,-0.01851851851851849,0.21951219512195122,0.16417910447761194,5,5.0,,0.6203703703703703,True,0.10881453841901606,0.10881453841901606
0.0005,0.5,man_white,0.6018518518518519,-0.01851851851851849,0.21951219512195122,0.16417910447761194,5,5.0,,0.6203703703703703,True,0.5172622996130459,0.5172622996130459
0.0005,1.0,man_white,0.6018518518518519,-0.01851851851851849,0.21951219512195122,0.16417910447761194,5,5.0,,0.6203703703703703,True,0.4351727473742399,0.4351727473742399
0.0005,2.0,man_white,0.6018518518518519,-0.01851851851851849,0.21951219512195122,0.16417910447761194,5,5.0,,0.6203703703703703,True,0.270993642896628,0.270993642896628
0.0005,3.0,man_white,0.6018518518518519,-0.01851851851851849,0.21951219512195122,0.16417910447761194,5,5.0,,0.6203703703703703,True,0.10681453841901606,0.10681453841901606
0.001,0.5,man_white,0.6018518518518519,-0.01851851851851849,0.21951219512195122,0.16417910447761194,5,5.0,,0.6203703703703703,True,0.5147622996130459,0.5147622996130459
0.001,1.0,man_white,0.6018518518518519,-0.01851851851851849,0.21951219512195122,0.16417910447761194,5,5.0,,0.6203703703703703,True,0.4326727473742399,0.4326727473742399
0.001,2.0,man_white,0.6018518518518519,-0.01851851851851849,0.21951219512195122,0.16417910447761194,5,5.0,,0.6203703703703703,True,0.26849364289662797,0.26849364289662797
0.001,3.0,man_white,0.6018518518518519,-0.01851851851851849,0.21951219512195122,0.16417910447761194,5,5.0,,0.6203703703703703,True,0.10431453841901606,0.10431453841901606
0.002,0.5,man_white,0.6018518518518519,-0.01851851851851849,0.21951219512195122,0.16417910447761194,5,5.0,,0.6203703703703703,True,0.5097622996130459,0.5097622996130459
0.002,1.0,man_white,0.6018518518518519,-0.01851851851851849,0.21951219512195122,0.16417910447761194,5,5.0,,0.6203703703703703,True,0.4276727473742399,0.4276727473742399
0.002,2.0,man_white,0.6018518518518519,-0.01851851851851849,0.21951219512195122,0.16417910447761194,5,5.0,,0.6203703703703703,True,0.26349364289662797,0.26349364289662797
0.002,3.0,man_white,0.6018518518518519,-0.01851851851851849,0.21951219512195122,0.16417910447761194,5,5.0,,0.6203703703703703,True,0.09931453841901607,0.09931453841901607
